star_name,teff,teff_err,logg,logg_err,feh,feh_err,age,age_err,mass,mass_err,thick_disk,CI,CI_err,CI_gce,CI_gce_err,CH,CH_err,CH_gce,CH_gce_err,OI,OI_err,OI_gce,OI_gce_err,NaI,NaI_err,NaI_gce,NaI_gce_err,MgI,MgI_err,MgI_gce,MgI_gce_err,AlI,AlI_err,AlI_gce,AlI_gce_err,SiI,SiI_err,SiI_gce,SiI_gce_err,SI,SI_err,SI_gce,SI_gce_err,CaI,CaI_err,CaI_gce,CaI_gce_err,ScI,ScI_err,ScI_gce,ScI_gce_err,ScII,ScII_err,ScII_gce,ScII_gce_err,TiI,TiI_err,TiI_gce,TiI_gce_err,TiII,TiII_err,TiII_gce,TiII_gce_err,VI,VI_err,VI_gce,VI_gce_err,CrI,CrI_err,CrI_gce,CrI_gce_err,CrII,CrII_err,CrII_gce,CrII_gce_err,MnI,MnI_err,MnI_gce,MnI_gce_err,CoI,CoI_err,CoI_gce,CoI_gce_err,NiI,NiI_err,NiI_gce,NiI_gce_err,CuI,CuI_err,CuI_gce,CuI_gce_err,ZnI,ZnI_err,ZnI_gce,ZnI_gce_err,SrI,SrI_err,SrI_gce,SrI_gce_err,YII,YII_err,YII_gce,YII_gce_err,ZrII,ZrII_err,ZrII_gce,ZrII_gce_err,BaII,BaII_err,BaII_gce,BaII_gce_err,LaII,LaII_err,LaII_gce,LaII_gce_err,CeII,CeII_err,CeII_gce,CeII_gce_err,PrII,PrII_err,PrII_gce,PrII_gce_err,NdII,NdII_err,NdII_gce,NdII_gce_err,SmII,SmII_err,SmII_gce,SmII_gce_err,EuII,EuII_err,EuII_gce,EuII_gce_err,GdII,GdII_err,GdII_gce,GdII_gce_err,DyII,DyII_err,DyII_gce,DyII_gce_err
HIP29432,5762,3,4.45,0.01,-0.112,0.003,5.2,0.4,0.969,0.003,False,0.026999999999999996,0.019,0.018919403,0.019025656,-0.02500000000000001,0.004,-0.033080597,0.004120142,0.035,0.011,0.028842672,0.01104109,-0.0020000000000000018,0.01,-0.008047157,0.010058075,0.0040000000000000036,0.005,-0.002954395,0.005034504,0.0050000000000000044,0.004,-0.004712483,0.004058441,0.006000000000000005,0.002,0.001571995,0.002043869,0.010000000000000009,0.008,0.003153889,0.008072778,0.012999999999999998,0.004,0.013773531,0.004019605,-0.016,0.008,-0.020157634,0.008026974,0.0,0.012,-0.004157634,0.012018,0.011999999999999997,0.004,0.009471669,0.004016218,-0.0030000000000000027,0.006,-0.005528331,0.006010824,-0.0010000000000000009,0.005,-0.001918361,0.005020412,-0.0030000000000000027,0.005,-0.001900931,0.00500472,-0.0040000000000000036,0.006,-0.002900931,0.006003934,-0.016,0.005,-0.017632199,0.00506555,-0.010999999999999996,0.006,-0.01618397,0.006043154,-0.017,0.003,-0.021958892,0.003065842,-0.016,0.012,-0.026419601,0.01205723,-0.016,0.013,-0.023120213,0.013036098,-0.0059999999999999915,0.005,0.011585542,0.005423084,-0.017,0.006,-0.00031883,0.006225267,0.008000000000000007,0.012,0.023323981,0.012107868,0.023000000000000007,0.005,0.045162618,0.005143976,0.035,0.014,0.050890144,0.014076646,0.045,0.013,0.060393805,0.013060991,0.14700000000000002,0.008,0.154222438,0.008181459,0.069,0.006,0.082868245,0.006160033,0.038000000000000006,0.007,0.043364409,0.007094333,0.067,0.012,0.070929533,0.012056069,0.041999999999999996,0.005,0.046200371,0.00511526,0.056,0.014,0.06113635,0.01408888
HIP29525,5741,9,4.52,0.016,-0.012,0.007,1.2,0.6,1.002,0.008,False,-0.07300000000000001,0.02,-0.034905757,0.020534885,-0.079,0.014,-0.040905757,0.014754033,0.0010000000000000009,0.014,0.030027403,0.014701293,-0.05500000000000001,0.021,-0.026491976,0.021607606,-0.05600000000000001,0.015,-0.023214997,0.015254339,-0.07200000000000001,0.028,-0.026212579,0.028186283,-0.041999999999999996,0.004,-0.021125118,0.00446572,-0.0009999999999999992,0.031,0.031274524,0.031416508,0.015,0.009,0.011353355,0.009192075,0.009000000000000001,0.021,0.028600276,0.021227529,-0.064,0.013,-0.044399724,0.01336443,-0.011,0.01,0.000919276,0.010143438,-0.030000000000000002,0.011,-0.018080724,0.011130558,-0.018,0.014,-0.013670583,0.014161415,0.014,0.011,0.008818673,0.0110476,0.02,0.013,0.014818673,0.013040301,-0.038000000000000006,0.01,-0.03030535,0.010708111,-0.053000000000000005,0.011,-0.028561284,0.01151305,-0.066,0.007,-0.042622367,0.007607641,-0.11800000000000001,0.026,-0.068879023,0.026581918,-0.046,0.011,-0.012433283,0.011911653,0.09,0.012,0.007096729,0.015556557,0.086,0.013,0.007360198,0.015172514,0.075,0.022,0.002758374,0.023276469,0.20600000000000002,0.012,0.101519086,0.013283775,0.14600000000000002,0.014,0.071089323,0.015614938,0.15100000000000002,0.015,0.078429204,0.016134609,0.126,0.024,0.091951365,0.025323053,0.119,0.009,0.053621131,0.011146702,0.048,0.046,0.022710645,0.046320069,0.03,0.03,0.01147506,0.030495516,0.093,0.018,0.07319825,0.018705913,0.20700000000000002,0.073,0.182785778,0.073379045
HIP30037,5666,3,4.42,0.011,0.007,0.003,6.8,0.5,0.96,0.002,False,0.021,0.025,-0.005550533,0.025209763,0.0,0.011,-0.026550533,0.011468747,0.001999999999999999,0.008,-0.01823122,0.008589384,-0.013000000000000001,0.008,-0.032869229,0.008750762,0.001999999999999999,0.014,-0.020850154,0.014132866,0.022000000000000002,0.009,-0.009912445,0.009278162,-0.008,0.003,-0.02254916,0.003303818,0.043000000000000003,0.026,0.020505635,0.026241731,0.0,0.008,0.002541601,0.008105392,-0.009000000000000001,0.007,-0.022660798,0.007325793,-0.005,0.011,-0.018660798,0.01121014,0.001999999999999999,0.004,-0.006307375,0.004171755,-0.008,0.008,-0.016307375,0.008087246,0.003999999999999999,0.006,0.000982527,0.006181273,0.005,0.005,0.008611228,0.005050722,0.007,0.008,0.010611228,0.008031799,0.015,0.008,0.009637062,0.008433452,-0.008,0.007,-0.025033044,0.00738991,0.003,0.004,-0.013293502,0.004506857,-0.003,0.011,-0.037235833,0.011656057,0.003,0.017,-0.020394985,0.01729585,-0.013000000000000001,0.005,0.044781068,0.00852105,-0.017,0.014,0.037809559,0.015024362,-0.008,0.025,0.042350224,0.025555321,-0.012,0.011,0.060820031,0.011694757,-0.037,0.015,0.015210472,0.015755393,0.012,0.02,0.062579646,0.020424495,0.118,0.008,0.141730867,0.009782622,0.008,0.016,0.05356709,0.016643585,-0.012,0.02,0.005625914,0.020355683,0.043000000000000003,0.006,0.055911322,0.007110668,-0.009000000000000001,0.005,0.00480122,0.006130807,0.021,0.019,0.037876579,0.019696507
HIP30158,5678,4,4.365,0.011,-0.004,0.003,7.9,0.3,0.963,0.005,False,0.025,0.007,-0.014248614,0.008486191,-0.006,0.009,-0.045248614,0.010198796,0.059,0.011,0.029092979,0.011931738,0.016,0.008,-0.013371903,0.009564591,0.034,0.008,0.000221512,0.008495191,0.054000000000000006,0.002,0.006825081,0.003887219,0.013,0.002,-0.008507454,0.002860983,0.03900000000000001,0.021,0.00574746,0.021647088,0.013,0.005,0.016757149,0.005358099,-0.011,0.008,-0.031194224,0.00861389,0.021,0.007,0.000805776,0.007694095,0.02,0.005,0.007719533,0.005297839,0.007,0.006,-0.005280467,0.006250368,0.011,0.006,0.006539388,0.00638947,0.001,0.005,0.006338337,0.005110188,0.008,0.007,0.013338337,0.007079126,0.003,0.005,-0.004927822,0.00636913,0.012,0.004,-0.013179283,0.005316104,0.007,0.003,-0.017086046,0.004292121,0.040999999999999995,0.014,-0.009609492,0.015115584,0.03,0.013,-0.00458389,0.013826517,-0.036000000000000004,0.006,0.049415491,0.011833692,-0.044,0.012,0.037022826,0.014455822,-0.044,0.01,0.030430766,0.012702353,-0.036000000000000004,0.009,0.071647002,0.01074503,-0.024,0.014,0.053180698,0.015708876,-0.028,0.018,0.046769911,0.019013127,0.10300000000000001,0.008,0.138080412,0.011544346,-0.016,0.01,0.051360047,0.012079314,0.014,0.016,0.040055699,0.016951896,0.056999999999999995,0.011,0.076086301,0.012362071,0.001,0.005,0.021401803,0.007246057,-0.003,0.024,0.021947986,0.02519718
HIP30476,5709,4,4.28,0.011,-0.033,0.003,9.0,0.3,0.99,0.001,True,0.096,0.009,0.044053305,0.011014393,-0.0020000000000000018,0.007,-0.053946695,0.009450759,0.156,0.016,0.116417178,0.017129744,0.007000000000000003,0.008,-0.031874578,0.010589617,0.114,0.009,0.069293177,0.009762613,0.129,0.009,0.066562608,0.010023101,0.063,0.003,0.034534252,0.004041211,0.07300000000000001,0.016,0.028989286,0.017445385,0.054000000000000006,0.006,0.058972697,0.006519015,0.043000000000000003,0.012,0.016272351,0.01272266,0.097,0.009,0.070272351,0.009943142,0.095,0.005,0.078746441,0.005511145,0.099,0.006,0.082746441,0.006432163,0.05,0.005,0.044096249,0.005783829,0.0020000000000000018,0.004,0.009065446,0.004236917,0.013000000000000001,0.005,0.020065446,0.005191481,-0.05,0.005,-0.060492705,0.007229599,0.042,0.004,0.008674479,0.006121919,0.004,0.003,-0.02787859,0.00505028,0.057,0.008,-0.009983151,0.010995351,0.087,0.01,0.041227204,0.011783054,-0.10700000000000001,0.005,0.006049915,0.014395952,-0.1,0.007,0.007236093,0.012759753,-0.062,0.008,0.036511308,0.013094588,-0.049,0.006,0.093473974,0.009816163,-0.0010000000000000009,0.031,0.101150923,0.032402673,0.0010000000000000009,0.015,0.099960176,0.017049579,0.091,0.008,0.137429957,0.013614173,0.036000000000000004,0.015,0.125153003,0.017476316,0.056,0.005,0.090485484,0.008941258,0.116,0.014,0.141261281,0.015866363,0.077,0.005,0.104002387,0.008554644,0.09,0.005,0.123019394,0.011321359
HIP30502,5731,4,4.4,0.013,-0.057,0.004,7.0,0.4,0.965,0.005,False,-0.060000000000000005,0.007,-0.088859275,0.007838589,-0.08200000000000002,0.006,-0.110859275,0.006960134,0.0040000000000000036,0.012,-0.017990456,0.012472044,-0.029999999999999992,0.014,-0.051596988,0.014520951,0.022,0.009,-0.002837124,0.009242091,0.03900000000000001,0.009,0.00431256,0.009327752,0.0050000000000000044,0.003,-0.010814305,0.003356005,-0.060000000000000005,0.018,-0.084450397,0.018409785,0.023,0.006,0.02576261,0.006164854,-0.001999999999999995,0.013,-0.016848694,0.013210383,0.013000000000000005,0.006,-0.001848694,0.006443153,0.029,0.005,0.019970245,0.005163163,0.018000000000000002,0.007,0.008970245,0.007117461,-0.001999999999999995,0.005,-0.005279862,0.005254413,-0.003999999999999997,0.004,-7.48e-05,0.004074593,-0.005999999999999998,0.007,-0.002074752,0.00704289,-0.028000000000000004,0.005,-0.033829281,0.005780638,-0.009000000000000001,0.006,-0.027514178,0.006529087,-0.016999999999999994,0.003,-0.034710328,0.003754229,-0.006999999999999999,0.002,-0.044212861,0.004643386,-0.036,0.005,-0.061429331,0.006081757,-0.018999999999999996,0.005,0.043805508,0.009013766,-0.02899999999999999,0.006,0.030575607,0.008433679,-0.005999999999999998,0.009,0.048728504,0.010684999,0.006999999999999999,0.012,0.086152208,0.012752597,0.0020000000000000018,0.026,0.058750513,0.026522604,0.035,0.013,0.089977876,0.013757693,0.085,0.023,0.110794421,0.02380026,0.042,0.012,0.091529446,0.012993132,0.03900000000000001,0.026,0.058158602,0.026324108,0.015,0.013,0.029034045,0.013645664,0.023,0.006,0.038001326,0.007132389,0.025,0.016,0.043344108,0.016965953
HIP3203,5868,9,4.54,0.016,-0.05,0.007,0.5,0.3,1.038,0.004,False,-0.11900000000000001,0.02,-0.07282516,0.020781128,-0.109,0.017,-0.06282516,0.017912434,0.014000000000000005,0.016,0.04918473,0.0168989,-0.08900000000000001,0.021,-0.05444482,0.021886903,-0.041999999999999996,0.022,-0.002260602,0.022255462,-0.057999999999999996,0.006,-0.002500096,0.007167832,-0.03699999999999999,0.004,-0.011697113,0.004668265,-0.062,0.009,-0.022879365,0.010917679,0.032,0.008,0.027579825,0.008314678,-0.013999999999999999,0.018,0.00975791,0.018387942,-0.049,0.011,-0.02524209,0.011623958,0.012000000000000004,0.01,0.026447608,0.01021005,-0.015,0.008,-0.000552392,0.00826106,-0.008,0.013,-0.002752222,0.013254383,0.0010000000000000009,0.01,-0.005280396,0.0100768,0.008,0.012,0.001719604,0.012064075,-0.074,0.008,-0.064673151,0.00924902,-0.065,0.011,-0.035377314,0.011746071,-0.084,0.008,-0.055663475,0.008777314,-0.11800000000000001,0.055,-0.058459422,0.055407186,-0.09000000000000001,0.018,-0.04931307,0.01883318,0.11,0.011,0.009511187,0.016278662,0.1,0.013,0.004679028,0.016091146,0.109,0.008,0.021434393,0.012202999,0.257,0.01,0.130356468,0.012152758,0.203,0.011,0.112199179,0.013829975,0.198,0.014,0.110035399,0.015744895,0.21400000000000002,0.011,0.172728927,0.014726782,0.21000000000000002,0.017,0.130752886,0.018776129,0.10400000000000001,0.036,0.073346236,0.036598008,0.10700000000000001,0.014,0.084545528,0.015493309,0.017,0.012,-0.007002122,0.01349332,0.17099999999999999,0.068,0.141649428,0.06859679
HIP33094,5629,7,4.11,0.016,0.023,0.005,8.9,0.3,1.064,0.006,True,0.157,0.023,0.106207676,0.023823201,0.062000000000000006,0.012,0.011207676,0.013510918,0.155,0.015,0.116296797,0.016148781,0.068,0.006,0.029989302,0.009056722,0.163,0.012,0.119286662,0.012557059,0.191,0.014,0.129950105,0.014649476,0.098,0.005,0.070166824,0.005657664,0.11500000000000002,0.04,0.071967302,0.040573598,0.057,0.007,0.061862193,0.007430477,0.08499999999999999,0.016,0.058866299,0.016525158,0.138,0.014,0.111866299,0.014597289,0.122,0.009,0.106107631,0.00928098,0.136,0.01,0.120107631,0.010253613,0.08499999999999999,0.009,0.079227444,0.009438283,0.011000000000000003,0.008,0.017908436,0.008115769,0.022,0.013,0.028908436,0.013071561,-0.033,0.008,-0.043259534,0.009490453,0.095,0.007,0.062415046,0.0083387,0.036,0.006,0.004829823,0.007195826,0.14800000000000002,0.031,0.082505364,0.031865296,0.165,0.024,0.120244377,0.024761529,-0.07300000000000001,0.008,0.037537695,0.015434822,-0.07300000000000001,0.009,0.031853069,0.013777127,-0.05,0.015,0.046322167,0.018103727,-0.049,0.008,0.090307885,0.011031968,-0.0010000000000000009,0.02,0.098880903,0.022023272,0.009000000000000001,0.021,0.105761061,0.022445514,0.137,0.01,0.18239818,0.014697364,0.027999999999999997,0.017,0.115171825,0.019128174,0.091,0.009,0.12471914,0.011555569,0.07700000000000001,0.015,0.101699919,0.016682074,0.10600000000000001,0.007,0.132402334,0.009750093,0.139,0.019,0.171285629,0.021439185
HIP34511,5812,4,4.445,0.012,-0.091,0.003,4.1,0.5,0.998,0.005,False,-0.02600000000000001,0.016,-0.021382516,0.016009952,-0.04000000000000001,0.006,-0.035382516,0.006026488,0.049999999999999996,0.006,0.053518473,0.006024594,-0.022000000000000006,0.012,-0.018544482,0.012015838,0.007999999999999993,0.011,0.01197394,0.011005138,-0.03,0.004,-0.02445001,0.004019176,0.006999999999999992,0.004,0.009530289,0.004007234,0.0030000000000000027,0.008,0.006912063,0.008023837,0.032,0.009,0.031557982,0.009002852,-0.020000000000000004,0.02,-0.017624209,0.020003529,-0.013999999999999999,0.007,-0.011624209,0.007010076,0.008999999999999994,0.005,0.010444761,0.005004243,0.0050000000000000044,0.006,0.006444761,0.006003537,-0.013999999999999999,0.007,-0.013475222,0.007004769,-0.0010000000000000009,0.006,-0.00162804,0.006001285,0.0059999999999999915,0.009,0.00537196,0.009000857,-0.033,0.004,-0.032067315,0.00402684,-0.021000000000000005,0.007,-0.018037731,0.007012111,-0.03,0.004,-0.027166348,0.004016268,-0.03900000000000001,0.02,-0.033045942,0.020011236,-0.037000000000000005,0.01,-0.032931307,0.010015333,0.03,0.005,0.019951119,0.005141979,0.031,0.01,0.021467903,0.010044862,0.055999999999999994,0.009,0.047243439,0.009047051,0.051,0.009,0.038335647,0.009026455,0.072,0.07,0.062919918,0.070005019,0.092,0.014,0.08320354,0.014018524,0.174,0.014,0.169872893,0.0140342,0.086,0.009,0.078075289,0.009035233,0.046,0.029,0.042934624,0.029007484,0.11699999999999999,0.015,0.114754553,0.015014674,0.044,0.005,0.041599788,0.005037926,0.074,0.006,0.071064943,0.006067553
HIP36512,5744,2,4.445,0.008,-0.126,0.002,5.9,0.4,0.957,0.004,False,-0.016999999999999987,0.016,-0.033161194,0.016121485,-0.037000000000000005,0.005,-0.053161194,0.005376083,0.020000000000000004,0.003,0.007685344,0.00355284,-0.01999999999999999,0.005,-0.032094313,0.005446051,0.021000000000000005,0.009,0.007091211,0.009076615,0.012999999999999998,0.003,-0.006424967,0.003299058,0.009999999999999995,0.003,0.001143989,0.003116024,0.021000000000000005,0.007,0.007307778,0.007326594,0.019000000000000003,0.003,0.020547061,0.003103047,-0.0030000000000000027,0.007,-0.011315269,0.007122448,0.0010000000000000009,0.005,-0.007315269,0.005170035,0.024000000000000007,0.003,0.018943337,0.003085454,0.009999999999999995,0.006,0.004943337,0.00604318,0.0030000000000000027,0.003,0.001163278,0.00313339,-0.008000000000000007,0.003,-0.005801861,0.003031317,-0.0030000000000000027,0.007,-0.000801861,0.007013479,-0.033,0.003,-0.036264397,0.003411625,-0.0020000000000000018,0.004,-0.01236794,0.004251923,-0.017999999999999988,0.002,-0.027917784,0.002365915,-0.015999999999999986,0.013,-0.036839202,0.013210115,-0.032,0.01,-0.046240425,0.010186234,-0.010000000000000009,0.004,0.025171085,0.005799945,-0.01100000000000001,0.005,0.02236234,0.006001317,0.021000000000000005,0.009,0.051647962,0.009560432,0.020000000000000004,0.008,0.064325236,0.008357151,0.05500000000000001,0.05,0.086780287,0.050086005,0.054000000000000006,0.015,0.08478761,0.015210456,0.125,0.012,0.139444876,0.012479786,0.07100000000000001,0.008,0.09873649,0.008472545,0.035,0.009,0.045728817,0.009290761,0.065,0.013,0.072859065,0.013205878,0.03900000000000001,0.004,0.047400743,0.004545716,0.087,0.009,0.0972727,0.009538666
HIP36515,5855,12,4.555,0.023,-0.029,0.009,0.5,0.3,1.031,0.004,False,-0.08800000000000001,0.013,-0.04182516,0.014172342,-0.095,0.016,-0.04882516,0.016966298,0.010000000000000002,0.017,0.04518473,0.017848609,-0.094,0.018,-0.05944482,0.019027258,-0.068,0.018,-0.028260602,0.018311351,-0.062,0.006,-0.006500096,0.007167832,-0.043,0.004,-0.017697113,0.004668265,-0.033,0.033,0.006120635,0.033573735,0.035,0.011,0.030579825,0.011230934,-0.006000000000000002,0.023,0.01775791,0.023304858,-0.078,0.014,-0.05424209,0.014495393,0.005000000000000001,0.013,0.019447608,0.013162261,-0.026,0.011,-0.011552392,0.011191296,0.021,0.019,0.026247778,0.019174949,0.025,0.012,0.018719604,0.012064075,0.017,0.015,0.010719604,0.015051309,-0.04100000000000001,0.011,-0.031673151,0.011939195,-0.067,0.012,-0.037377314,0.012687403,-0.073,0.01,-0.044663475,0.010632086,-0.136,0.038,-0.076459422,0.038586996,-0.07100000000000001,0.016,-0.03031307,0.016931883,0.104,0.013,0.003511187,0.01769166,0.094,0.016,-0.001320972,0.018599059,0.095,0.013,0.007434393,0.015934653,0.258,0.01,0.131356468,0.012152758,0.126,0.067,0.035199179,0.067522353,0.162,0.022,0.074035399,0.023149551,0.137,0.014,0.095728927,0.01708444,0.148,0.022,0.068752886,0.023399637,0.076,0.033,0.045346236,0.033651363,0.078,0.019,0.055545528,0.020125671,0.102,0.02,0.077997878,0.020930114,0.107,0.067,0.077649428,0.067605618
HIP38072,5860,9,4.505,0.018,0.085,0.007,1.3,0.6,1.063,0.008,False,-0.07300000000000001,0.016,-0.036060128,0.016624902,-0.065,0.018,-0.028060128,0.018557677,-0.006000000000000005,0.016,0.022147784,0.016580911,-0.020000000000000004,0.009,0.007644144,0.010263693,-0.024000000000000007,0.011,0.007791518,0.011324114,0.0059999999999999915,0.004,0.050399923,0.005083483,-0.024000000000000007,0.004,-0.00375769,0.004439294,-0.052000000000000005,0.019,-0.020703492,0.01963276,0.026999999999999996,0.011,0.02346386,0.011148349,0.048,0.026,0.067006328,0.026173164,0.012999999999999998,0.012,0.032006328,0.012370711,0.022999999999999993,0.011,0.034558086,0.011122809,-0.0030000000000000027,0.012,0.008558086,0.012112674,0.03699999999999999,0.013,0.041198223,0.013163371,0.016999999999999987,0.01,0.011975683,0.01004922,0.002999999999999989,0.013,-0.002024317,0.013037899,-0.010000000000000009,0.008,-0.002538521,0.008819773,-0.008000000000000007,0.008,0.015698148,0.00865222,-0.022000000000000006,0.007,0.00066922,0.00757274,-0.046000000000000006,0.017,0.001632463,0.017826161,-0.04200000000000001,0.02,-0.009450456,0.020485135,0.06299999999999999,0.011,-0.017391051,0.014599886,0.03299999999999999,0.016,-0.043256777,0.017707399,0.026999999999999996,0.011,-0.043052485,0.013241768,0.12099999999999998,0.016,0.019685174,0.01692694,0.03399999999999999,0.025,-0.038640657,0.025883811,0.046,0.016,-0.024371681,0.017006384,0.109,0.016,0.075983142,0.017814656,0.05599999999999998,0.016,-0.007397691,0.017224039,0.046,0.023,0.021476989,0.023596294,0.071,0.017,0.053036422,0.017809753,-0.022000000000000006,0.01,-0.041201697,0.011151888,0.03299999999999999,0.025,0.009519542,0.026022538
HIP40133,5745,3,4.365,0.009,0.116,0.002,5.4,0.3,1.04,0.001,False,-0.07600000000000001,0.008,-0.086389339,0.008100165,-0.065,0.006,-0.075389339,0.006132917,-0.02600000000000001,0.01,-0.033916564,0.010074578,-0.0040000000000000036,0.005,-0.011774916,0.005188988,0.03199999999999999,0.007,0.023058635,0.007040763,0.044,0.004,0.031512522,0.004096157,0.0010000000000000009,0.003,-0.00469315,0.003048484,-0.04300000000000001,0.019,-0.051802143,0.019050818,0.0059999999999999915,0.004,0.006994539,0.004032357,0.0059999999999999915,0.011,0.00065447,0.011032436,0.03899999999999999,0.006,0.03365447,0.006059261,0.020000000000000004,0.005,0.016749288,0.005021445,0.016,0.006,0.012749288,0.006017882,0.018000000000000002,0.005,0.01681925,0.005033697,0.006999999999999992,0.004,0.008413089,0.004009745,-0.0020000000000000018,0.007,-0.000586911,0.007005573,0.00399999999999999,0.004,0.001901459,0.004134088,0.0059999999999999915,0.004,-0.000665104,0.004105985,0.019000000000000003,0.004,0.012624282,0.004081692,0.021000000000000005,0.015,0.00760337,0.015075673,-0.0040000000000000036,0.019,-0.013154559,0.019040841,0.0059999999999999915,0.005,0.028609983,0.005682406,-0.013000000000000012,0.007,0.008447219,0.007317954,-0.015,0.015,0.004702262,0.015142613,-0.013000000000000012,0.006,0.015494795,0.006197926,-0.031,0.013,-0.010569815,0.013136108,-0.032,0.013,-0.012207965,0.013100669,-0.018000000000000002,0.01,-0.008714009,0.010239816,-0.024000000000000007,0.01,-0.006169399,0.01015957,-0.02500000000000001,0.017,-0.018102903,0.01706452,0.03199999999999999,0.012,0.037052256,0.012092546,0.0010000000000000009,0.005,0.006400477,0.00518915,-0.023000000000000007,0.013,-0.016396121,0.013157771
HIP41317,5706,3,4.385,0.01,-0.081,0.003,7.7,0.3,0.96,0.002,False,-0.010999999999999996,0.005,-0.047939872,0.006737016,-0.05800000000000001,0.003,-0.094939872,0.005421013,0.053000000000000005,0.007,0.024852216,0.00824176,-0.023999999999999994,0.01,-0.051644144,0.011150937,0.057,0.006,0.025208482,0.006575376,0.069,0.016,0.024600077,0.016304656,0.022000000000000006,0.003,0.00175769,0.003564734,0.0020000000000000018,0.009,-0.029296508,0.010268654,0.038000000000000006,0.003,0.04153614,0.003505093,0.029000000000000005,0.01,0.009993672,0.010441959,0.039,0.006,0.019993672,0.006710775,0.051000000000000004,0.004,0.039441914,0.0043263,0.039,0.005,0.027441914,0.005264682,0.022000000000000006,0.004,0.017801777,0.004502704,-0.0010000000000000009,0.004,0.004024317,0.004121507,0.0010000000000000009,0.007,0.006024317,0.007070136,-0.031,0.004,-0.038461479,0.005457875,0.007000000000000006,0.003,-0.016698148,0.004456559,-0.011999999999999997,0.003,-0.03466922,0.0041649,0.0050000000000000044,0.004,-0.042632463,0.006691188,-0.007999999999999993,0.008,-0.040549544,0.009145532,-0.077,0.004,0.003391051,0.010399841,-0.078,0.007,-0.001743223,0.010322402,-0.043,0.015,0.027052485,0.0167136,-0.034,0.006,0.067314826,0.008156059,-0.007999999999999993,0.011,0.064640657,0.012882998,-0.0020000000000000018,0.011,0.068371681,0.012418418,0.061,0.01,0.094016858,0.012702834,0.019000000000000003,0.009,0.082397691,0.011030301,0.019000000000000003,0.005,0.043523011,0.007265335,0.052000000000000005,0.005,0.069963578,0.007292961,0.046,0.005,0.065201697,0.007025994,0.039,0.009,0.062480458,0.011540039
HIP42333,5846,8,4.5,0.016,0.132,0.006,1.2,0.5,1.069,0.006,False,-0.158,0.014,-0.119905757,0.014754033,-0.094,0.02,-0.055905757,0.020534885,-0.07500000000000001,0.013,-0.045972597,0.013752382,-0.054000000000000006,0.011,-0.025491976,0.012119762,-0.047,0.014,-0.014214997,0.014272171,-0.04200000000000001,0.004,0.003787421,0.005144563,-0.04000000000000001,0.003,-0.019125118,0.00359759,-0.083,0.017,-0.050725476,0.017748154,0.015999999999999986,0.007,0.012353355,0.007245291,-0.015,0.016,0.004600276,0.016297484,-0.04500000000000001,0.009,-0.025399724,0.009518822,-0.0050000000000000044,0.009,0.006919276,0.009159112,-0.032,0.009,-0.020080724,0.009159112,-0.0050000000000000044,0.011,-0.000670583,0.011204716,0.015999999999999986,0.008,0.010818673,0.008065324,0.006000000000000005,0.012,0.000818673,0.012043648,-0.015,0.008,-0.00730535,0.008869253,-0.05500000000000001,0.008,-0.030561284,0.008691969,-0.04300000000000001,0.006,-0.019622367,0.00669897,-0.07900000000000001,0.022,-0.029879023,0.02268476,-0.051000000000000004,0.02,-0.017433283,0.020515542,0.127,0.009,0.044096729,0.01337933,0.09,0.011,0.011360198,0.01349834,0.08299999999999999,0.01,0.010758374,0.012561609,0.15599999999999997,0.011,0.051519086,0.012387844,0.08099999999999999,0.011,0.006089323,0.012993317,0.067,0.016,-0.005570796,0.017068263,0.10200000000000001,0.011,0.067951365,0.013647602,0.064,0.017,-0.001378869,0.018227698,-0.01200000000000001,0.022,-0.037289355,0.022661615,0.05299999999999999,0.014,0.03447506,0.015032515,-0.021000000000000005,0.014,-0.04080175,0.014896683,0.038000000000000006,0.009,0.013785778,0.011682647
